  5,000000000000000E-002  5,000000000000000E-002 -3,300000040326268E-005
  0,150000000000000       5,000000000000000E-002 -2,730000024894254E-004
  0,250000000000000       5,000000000000000E-002 -7,530000066617503E-004
  0,350000000000000       5,000000000000000E-002 -1,473000012920238E-003
  0,450000000000000       5,000000000000000E-002 -2,433000021264888E-003
  0,550000000000000       5,000000000000000E-002 -3,633000031695700E-003
  0,650000000000000       5,000000000000000E-002 -5,073000044212675E-003
  0,750000000000000       5,000000000000000E-002 -6,753000058815812E-003
  0,850000000000000       5,000000000000000E-002 -8,673000075505113E-003
  0,950000000000000       5,000000000000000E-002 -1,083300009428058E-002
   1,05000000000000       5,000000000000000E-002 -1,323300011514220E-002
   1,15000000000000       5,000000000000000E-002 -1,587300013808999E-002
   1,25000000000000       5,000000000000000E-002 -1,875300016312394E-002
   1,35000000000000       5,000000000000000E-002 -2,187300019024406E-002
   1,45000000000000       5,000000000000000E-002 -2,523300021945034E-002
   1,55000000000000       5,000000000000000E-002 -2,883300025074279E-002
   1,65000000000000       5,000000000000000E-002 -3,267300028412139E-002
   1,75000000000000       5,000000000000000E-002 -3,675300031958616E-002
   1,85000000000000       5,000000000000000E-002 -4,107300035713709E-002
   1,95000000000000       5,000000000000000E-002 -4,563300039677418E-002
   2,05000000000000       5,000000000000000E-002 -5,043300043849744E-002
   2,15000000000000       5,000000000000000E-002 -5,547300048230686E-002
   2,25000000000000       5,000000000000000E-002 -6,075300052820244E-002
   2,35000000000000       5,000000000000000E-002 -6,627300057618418E-002
   2,45000000000000       5,000000000000000E-002 -7,203300062625209E-002
   2,55000000000000       5,000000000000000E-002 -7,803300067840617E-002
   2,65000000000000       5,000000000000000E-002 -8,427300073264640E-002
   2,75000000000000       5,000000000000000E-002 -9,075300078897279E-002
   2,85000000000000       5,000000000000000E-002 -9,747300084738536E-002
   2,95000000000000       5,000000000000000E-002 -0,104433000907884     
   3,05000000000000       5,000000000000000E-002 -0,111633000970469     
   3,15000000000000       5,000000000000000E-002 -0,119073001035140     
   3,25000000000000       5,000000000000000E-002 -0,126753001101897     
   3,35000000000000       5,000000000000000E-002 -0,134673001170741     
   3,45000000000000       5,000000000000000E-002 -0,142833001241670     
   3,55000000000000       5,000000000000000E-002 -0,151233001314686     
   3,65000000000000       5,000000000000000E-002 -0,159873001389788     
   3,75000000000000       5,000000000000000E-002 -0,168753001466976     
   3,85000000000000       5,000000000000000E-002 -0,177873001546250     
   3,95000000000000       5,000000000000000E-002 -0,187233001627610     
   4,05000000000000       5,000000000000000E-002 -0,196833001711057     
   4,15000000000000       5,000000000000000E-002 -0,206673001796589     
   4,25000000000000       5,000000000000000E-002 -0,216753001884208     
   4,35000000000000       5,000000000000000E-002 -0,227073001973913     
   4,45000000000000       5,000000000000000E-002 -0,237633002065704     
   4,55000000000000       5,000000000000000E-002 -0,248433002159582     
   4,65000000000000       5,000000000000000E-002 -0,259473002255545     
   4,75000000000000       5,000000000000000E-002 -0,270753002353595     
